,Gene,Gene2,Correlation
444249,WIPI2,FDXACB1,0.109
444250,WIPI2,C11orf52,0.109
444251,WIPI2,C11orf1,0.109
444252,WIPI2,HSPB2,0.109
444253,WIPI2,CRYAB,0.109
444254,WIPI2,CEP295,0.109
444255,WIPI2,MSC,0.109
444256,WIPI2,CD59,0.109
444257,WIPI2,FBXO3,0.109
444258,WIPI2,C11orf91,0.109
444259,WIPI2,PPP2R5B,0.109
444260,WIPI2,MAJIN,0.109
444261,WIPI2,GPHA2,0.109
444262,WIPI2,RAMAC,-0.16399999999999998
444263,WIPI2,CALY,-0.16399999999999998
444264,WIPI2,BCL2L13,-0.141
444265,WIPI2,CRISP1,-0.13699999999999998
444266,WIPI2,TMEM160,0.136
444267,WIPI2,TMEM190,0.135
444268,WIPI2,HBE1,0.135
444269,WIPI2,HMGCS1,0.135
444270,WIPI2,RAB11A,-0.134
444271,WIPI2,FEZF2,0.134
444272,WIPI2,TP53INP2,0.133
444273,WIPI2,CLDN17,-0.131
444274,WIPI2,COQ5,0.131
444275,WIPI2,DEFB135,0.13
444276,WIPI2,FAM220A,-0.13
444277,WIPI2,GPR143,-0.128
444278,WIPI2,TBC1D26,-0.128
444279,WIPI2,STRN,0.127
444280,WIPI2,PKM,0.127
444281,WIPI2,PWP1,0.126
444282,WIPI2,ZNF726,-0.126
444283,WIPI2,SLC2A1,0.126
444284,WIPI2,KCNA10,0.125
444285,WIPI2,TMEM229B,-0.124
444286,WIPI2,CHDH,0.124
444287,WIPI2,IZUMO3,0.124
444288,WIPI2,COL12A1,-0.124
444289,WIPI2,CCDC140,-0.123
444290,WIPI2,C12orf40,0.123
444291,WIPI2,NFKBID,0.123
444292,WIPI2,SHLD1,-0.123
444293,WIPI2,AMN,0.123
444294,WIPI2,MATN4,0.121
444295,WIPI2,RHNO1,0.121
444296,WIPI2,SPINT2,0.12
444297,WIPI2,MTNR1A,0.12
444298,WIPI2,MPV17L,-0.12
444299,WIPI2,OTUD7B,0.12
444300,WIPI2,SPATA12,-0.12
444301,WIPI2,TCAF2,-0.12
444302,WIPI2,TOMM20L,0.12
444303,WIPI2,ENKD1,0.12
444304,WIPI2,NANOS2,0.12
444305,WIPI2,MED4,-0.119
444306,WIPI2,RAMP2,0.119
444307,WIPI2,CABCOCO1,-0.119
444308,WIPI2,PRCC,0.118
444309,WIPI2,ARHGAP45,0.118
444310,WIPI2,CD63,0.118
444311,WIPI2,PDE9A,0.118
444312,WIPI2,PTPRC,0.118
444313,WIPI2,P2RX6,0.117
444314,WIPI2,XPO7,0.117
444315,WIPI2,ETV2,0.117
444316,WIPI2,VSTM4,0.117
444317,WIPI2,EIF3H,0.116
444318,WIPI2,COMMD2,-0.116
444319,WIPI2,DNMT1,0.115
444320,WIPI2,TMCO3,0.115
444321,WIPI2,POLD4,0.115
444322,WIPI2,RSL24D1,0.115
444323,WIPI2,JMJD1C,0.115
444324,WIPI2,ZNF518B,-0.115
444325,WIPI2,PCYT2,-0.114
444326,WIPI2,SGSH,0.114
444327,WIPI2,SEMA4A,0.114
444328,WIPI2,HDHD5,-0.114
444329,WIPI2,LCN9,0.114
444330,WIPI2,C12orf45,0.114
444331,WIPI2,CALCA,-0.112
444332,WIPI2,TMEM140,0.112
444333,WIPI2,SIX1,0.112
444334,WIPI2,PRKACG,0.111
444335,WIPI2,ZNF423,0.111
444336,WIPI2,MAGEC1,-0.111
444337,WIPI2,SLC37A3,0.111
444338,WIPI2,LILRA5,0.111
444339,WIPI2,DAZL,-0.11
444340,WIPI2,NPNT,-0.11
444341,WIPI2,ATP6V0D1,0.11
444342,WIPI2,IGSF23,0.109
444343,WIPI2,PSMB9,-0.109
444344,WIPI2,OTOG,0.109
444345,WIPI2,DRAM1,-0.109
444346,WIPI2,GNG5,0.108
444347,WIPI2,LHPP,0.108
444348,WIPI2,ACBD5,0.108
444349,WIPI2,SUGP1,0.107
444350,WIPI2,NPHS1,0.107
444351,WIPI2,NOL6,0.106
444352,WIPI2,TTC23,0.106
444353,WIPI2,MAGEA6,0.105
444354,WIPI2,DTNBP1,-0.105
444355,WIPI2,MAML3,0.105
568243,MAP1LC3A,GGT7,0.407
568244,MAP1LC3A,CNBD2,0.384
568245,MAP1LC3A,MYH7B,0.376
568246,MAP1LC3A,CPNE1,0.358
568247,MAP1LC3A,SCAND1,0.34700000000000003
568248,MAP1LC3A,DNMT3B,0.327
568249,MAP1LC3A,GHRH,0.293
568250,MAP1LC3A,TM9SF4,0.28600000000000003
568251,MAP1LC3A,WFDC3,0.282
568252,MAP1LC3A,SAMHD1,0.281
568253,MAP1LC3A,SNTA1,0.277
568254,MAP1LC3A,EDEM2,0.272
568255,MAP1LC3A,RIPOR3,0.272
568256,MAP1LC3A,EPB41L1,0.27
568257,MAP1LC3A,FAM209A,0.266
568258,MAP1LC3A,TP53INP2,0.264
568259,MAP1LC3A,EPPIN,0.264
568260,MAP1LC3A,SOGA1,0.263
568261,MAP1LC3A,SPINT4,0.262
568262,MAP1LC3A,SPAG4,0.26
568263,MAP1LC3A,HCK,0.259
568264,MAP1LC3A,NCOA6,0.259
568265,MAP1LC3A,WFDC11,0.257
568266,MAP1LC3A,MMP24,0.257
568267,MAP1LC3A,SLC9A8,0.255
568268,MAP1LC3A,LBP,0.254
568269,MAP1LC3A,BPIFB4,0.252
568270,MAP1LC3A,CDK5RAP1,0.248
568271,MAP1LC3A,RBL1,0.248
568272,MAP1LC3A,CEP250,0.247
568273,MAP1LC3A,DUSP15,0.247
568274,MAP1LC3A,CTSZ,0.237
568275,MAP1LC3A,PXMP4,0.235
568276,MAP1LC3A,PI3,0.233
568277,MAP1LC3A,FAM83C,0.233
568278,MAP1LC3A,MYLK2,0.232
568279,MAP1LC3A,KIF3B,0.232
568280,MAP1LC3A,SERINC3,0.231
568281,MAP1LC3A,ZFP64,0.228
568282,MAP1LC3A,ZNF341,0.226
568283,MAP1LC3A,WFDC12,0.226
568284,MAP1LC3A,RAB5IF,0.226
568285,MAP1LC3A,NECAB3,0.225
568286,MAP1LC3A,R3HDML,0.224
568287,MAP1LC3A,TLDC2,0.224
568288,MAP1LC3A,TRPC4AP,0.224
568289,MAP1LC3A,CDH22,0.223
568290,MAP1LC3A,C20orf173,0.222
568291,MAP1LC3A,PABPC1L,0.222
568292,MAP1LC3A,KCNB1,0.222
568293,MAP1LC3A,SLC32A1,0.221
568294,MAP1LC3A,HM13,0.22
568295,MAP1LC3A,POFUT1,0.22
568296,MAP1LC3A,CASS4,0.219
568297,MAP1LC3A,PIGU,0.21600000000000005
568298,MAP1LC3A,CCM2L,0.214
568299,MAP1LC3A,PIGT,0.214
568300,MAP1LC3A,TGIF2,0.213
568301,MAP1LC3A,ID1,0.213
568302,MAP1LC3A,GDF5,0.213
568303,MAP1LC3A,SEMG2,0.209
568304,MAP1LC3A,YWHAB,0.209
568305,MAP1LC3A,ADIG,0.206
568306,MAP1LC3A,BPIFB3,0.206
568307,MAP1LC3A,XKR7,0.203
568308,MAP1LC3A,SPATA2,0.202
568309,MAP1LC3A,CCN5,0.202
568310,MAP1LC3A,RALY,0.199
568311,MAP1LC3A,DLGAP4,0.197
568312,MAP1LC3A,FAM209B,0.197
568313,MAP1LC3A,VSTM2L,0.197
568314,MAP1LC3A,NNAT,0.196
568315,MAP1LC3A,JPH2,0.196
568316,MAP1LC3A,BPIFA3,0.196
568317,MAP1LC3A,ASIP,0.195
568318,MAP1LC3A,PHF20,0.192
568319,MAP1LC3A,NPEPL1,0.192
568320,MAP1LC3A,BPIFA1,0.191
568321,MAP1LC3A,COMMD7,0.189
568322,MAP1LC3A,ZHX3,0.189
568323,MAP1LC3A,C20orf144,0.189
568324,MAP1LC3A,TNNC2,0.18600000000000005
568325,MAP1LC3A,PLTP,0.184
568326,MAP1LC3A,FOXS1,0.184
568327,MAP1LC3A,STUM,-0.184
568328,MAP1LC3A,ASXL1,0.183
568329,MAP1LC3A,HNF4A,0.183
568330,MAP1LC3A,WFDC9,0.182
568331,MAP1LC3A,SPATA25,0.182
568332,MAP1LC3A,SDC4,0.182
568333,MAP1LC3A,GREM2,-0.181
568334,MAP1LC3A,DDX27,0.181
568335,MAP1LC3A,TSHZ2,0.181
568336,MAP1LC3A,ADNP,0.181
568337,MAP1LC3A,PLCG1,0.17800000000000002
568338,MAP1LC3A,C12orf60,0.177
568339,MAP1LC3A,STK4,0.177
568340,MAP1LC3A,RBM38,0.177
568341,MAP1LC3A,PRELP,-0.177
568342,MAP1LC3A,RIMS4,0.17600000000000002
568343,MAP1LC3A,ZNF683,0.165
568344,MAP1LC3A,AKNAD1,-0.154
568345,MAP1LC3A,DEFB112,0.153
568346,MAP1LC3A,KCNK17,0.151
568347,MAP1LC3A,SPRY4,-0.149
568348,MAP1LC3A,GATM,0.14
568349,MAP1LC3A,MYRIP,-0.14
568350,MAP1LC3A,FAM49A,0.138
568351,MAP1LC3A,CYSLTR1,0.13699999999999998
568352,MAP1LC3A,KRTAP24-1,0.13699999999999998
568353,MAP1LC3A,URAD,-0.136
568354,MAP1LC3A,UCP2,0.136
568355,MAP1LC3A,SERINC5,-0.135
568356,MAP1LC3A,SHISAL2A,0.132
568357,MAP1LC3A,ACOX2,-0.131
568358,MAP1LC3A,ETV4,-0.13
568359,MAP1LC3A,LY6G6D,-0.13
568360,MAP1LC3A,STX11,0.129
568361,MAP1LC3A,LRRC14B,0.129
568362,MAP1LC3A,IRGM,0.129
568363,MAP1LC3A,UMODL1,0.129
568364,MAP1LC3A,FOLH1,-0.128
568365,MAP1LC3A,ST18,0.128
568366,MAP1LC3A,DYDC1,0.127
568367,MAP1LC3A,MINDY4B,0.127
568368,MAP1LC3A,NANP,0.126
568369,MAP1LC3A,SP5,-0.126
568370,MAP1LC3A,HEXIM2,-0.125
568371,MAP1LC3A,CEMIP,-0.125
568372,MAP1LC3A,GIMAP1,0.124
568373,MAP1LC3A,RXFP3,0.124
568374,MAP1LC3A,GPR174,0.124
568375,MAP1LC3A,WLS,-0.123
568376,MAP1LC3A,GOLIM4,-0.123
568377,MAP1LC3A,LAX1,0.123
568378,MAP1LC3A,DSG4,-0.123
568379,MAP1LC3A,GRIA3,-0.122
568380,MAP1LC3A,SLC16A11,0.122
568381,MAP1LC3A,PAX4,0.122
568382,MAP1LC3A,KRT73,0.121
568383,MAP1LC3A,KCNK16,0.121
568384,MAP1LC3A,PCDH11X,0.121
568385,MAP1LC3A,ADA,0.12
568386,MAP1LC3A,GGH,-0.12
568387,MAP1LC3A,XRN2,0.12
568388,MAP1LC3A,PABPN1L,0.119
568389,MAP1LC3A,NAT2,-0.118
568390,MAP1LC3A,SEPTIN6,0.118
568391,MAP1LC3A,HDAC6,0.118
568392,MAP1LC3A,JAK1,0.117
568393,MAP1LC3A,KRT72,0.117
568394,MAP1LC3A,CRHR2,0.117
568395,MAP1LC3A,FGFBP2,-0.117
568396,MAP1LC3A,EVC2,0.116
568397,MAP1LC3A,PCP2,0.116
568398,MAP1LC3A,DNAH6,-0.116
568399,MAP1LC3A,SOD3,-0.116
568400,MAP1LC3A,MEIOC,0.115
568401,MAP1LC3A,TBX2,-0.115
568402,MAP1LC3A,APOF,-0.115
568403,MAP1LC3A,GALNT5,-0.114
568404,MAP1LC3A,VSNL1,-0.114
568405,MAP1LC3A,RASSF5,0.114
568406,MAP1LC3A,MPO,0.114
568407,MAP1LC3A,TMPRSS2,-0.114
568408,MAP1LC3A,C1QTNF4,0.114
568409,MAP1LC3A,CARD8,0.114
568410,MAP1LC3A,C19orf18,0.113
568411,MAP1LC3A,EPS8L3,-0.113
568412,MAP1LC3A,DCUN1D3,-0.113
568413,MAP1LC3A,SLC6A4,-0.113
568414,MAP1LC3A,GAL3ST2,-0.112
568415,MAP1LC3A,SHROOM1,-0.112
568416,MAP1LC3A,PLLP,-0.112
568417,MAP1LC3A,IDH3B,0.111
568418,MAP1LC3A,TEX35,-0.111
568419,MAP1LC3A,C16orf96,0.111
568420,MAP1LC3A,GIMAP7,0.111
568421,MAP1LC3A,CBFA2T3,0.111
568422,MAP1LC3A,DUSP22,0.111
568423,MAP1LC3A,CD276,-0.111
568424,MAP1LC3A,GAD2,0.11
568425,MAP1LC3A,CHRM1,-0.11
568426,MAP1LC3A,SH3D19,-0.11
568427,MAP1LC3A,TTPA,-0.11
568428,MAP1LC3A,FCHSD2,0.11
568429,MAP1LC3A,SIL1,-0.11
568430,MAP1LC3A,NXPH2,0.11
568431,MAP1LC3A,POU3F4,0.11
568432,MAP1LC3A,TINF2,0.11
568433,MAP1LC3A,PIP4P2,-0.109
568434,MAP1LC3A,ARG2,-0.109
568435,MAP1LC3A,NT5C3B,-0.109
568436,MAP1LC3A,AR,-0.13
568437,MAP1LC3A,ZNF337,0.125
568438,MAP1LC3A,RIN2,0.124
568439,MAP1LC3A,SCP2D1,0.123
568440,MAP1LC3A,NINL,0.122
568441,MAP1LC3A,CST5,0.122
568442,MAP1LC3A,CST2,0.121
568443,MAP1LC3A,ZNF133,0.121
568444,MAP1LC3A,POLR3F,0.12
568445,MAP1LC3A,KAT14,0.12
568446,MAP1LC3A,PET117,0.12
568447,MAP1LC3A,DZANK1,0.12
568448,MAP1LC3A,DTD1,0.12
568449,MAP1LC3A,CST1,0.12
568450,MAP1LC3A,RBBP9,0.119
568451,MAP1LC3A,SEC23B,0.119
568452,MAP1LC3A,SLC24A3,0.118
568453,MAP1LC3A,GINS1,0.117
568454,MAP1LC3A,PAX1,0.116
568455,MAP1LC3A,IL1RAPL2,-0.116
568456,MAP1LC3A,NKX2-4,0.114
568457,MAP1LC3A,NKX2-2,0.112
568458,MAP1LC3A,MAGEE1,-0.11
568459,MAP1LC3A,ESX1,-0.11
568460,MAP1LC3A,CST4,0.11
568461,MAP1LC3A,PBDC1,-0.109
568462,MAP1LC3A,NAA20,0.109
568463,MAP1LC3A,ZDHHC15,-0.109
568464,MAP1LC3A,HDX,-0.108
568465,MAP1LC3A,OVOL2,0.108
568466,MAP1LC3A,ZCCHC18,-0.108
568467,MAP1LC3A,FAM199X,-0.108
568468,MAP1LC3A,MAGEE2,-0.108
568469,MAP1LC3A,FOXA2,0.107
568470,MAP1LC3A,PLP1,-0.107
568471,MAP1LC3A,RAB9B,-0.107
568472,MAP1LC3A,VSTM1,0.107
568473,MAP1LC3A,CACNG6,0.107
568474,MAP1LC3A,SLC25A53,-0.107
568475,MAP1LC3A,TRMT2B,-0.107
568476,MAP1LC3A,TARM1,0.106
568477,MAP1LC3A,OSCAR,0.106
568478,MAP1LC3A,H2BW1,-0.106
568479,MAP1LC3A,H2BW2,-0.106
568480,MAP1LC3A,CYLC1,-0.106
568481,MAP1LC3A,MGME1,0.106
568482,MAP1LC3A,SNX5,0.106
568483,MAP1LC3A,ATRX,-0.106
568484,MAP1LC3A,GDAP1L1,0.105
568485,MAP1LC3A,OSER1,0.105
568486,MAP1LC3A,RPS6KA6,-0.105
568487,MAP1LC3A,NOX1,-0.105
568488,MAP1LC3A,CSTF2,-0.105
568489,MAP1LC3A,BANF2,0.105
568490,MAP1LC3A,UTP14A,-0.105
568491,MAP1LC3A,FITM2,0.105
568492,MAP1LC3A,DRP2,-0.105
568493,MAP1LC3A,CST3,0.105
568494,MAP1LC3A,CST9,0.105
568495,MAP1LC3A,SYTL4,-0.104
568496,MAP1LC3A,HUS1B,0.094
568497,MAP1LC3A,IRF4,0.092
568498,MAP1LC3A,CD69,-0.08800000000000001
568499,MAP1LC3A,YBX3,-0.08800000000000001
568500,MAP1LC3A,STYK1,-0.087
568501,MAP1LC3A,MAGOHB,-0.087
568502,MAP1LC3A,FOXQ1,0.086
568503,MAP1LC3A,CLEC12B,-0.086
568504,MAP1LC3A,KLRF2,-0.086
568505,MAP1LC3A,CLEC12A,-0.086
568506,MAP1LC3A,CLEC9A,-0.086
568507,MAP1LC3A,CLEC2A,-0.086
568508,MAP1LC3A,CLEC1B,-0.086
568509,MAP1LC3A,KLRF1,-0.086
568510,MAP1LC3A,CLEC2B,-0.086
568511,MAP1LC3A,CLECL1,-0.086
568512,MAP1LC3A,CLEC7A,-0.085
568513,MAP1LC3A,CLEC1A,-0.085
568514,MAP1LC3A,FOXF2,0.085
568515,MAP1LC3A,CLEC2D,-0.085
568516,MAP1LC3A,KLRC2,-0.084
568517,MAP1LC3A,KLRC1,-0.084
568518,MAP1LC3A,KLRD1,-0.083
568519,MAP1LC3A,OLR1,-0.083
568520,MAP1LC3A,GABARAPL1,-0.083
568521,MAP1LC3A,TMEM52B,-0.083
568522,MAP1LC3A,KLRB1,-0.083
568523,MAP1LC3A,KLRC4,-0.08199999999999999
568524,MAP1LC3A,KLRC3,-0.08199999999999999
568525,MAP1LC3A,KLRK1,-0.08199999999999999
568526,MAP1LC3A,HOOK3,0.08199999999999999
568527,MAP1LC3A,EXOC2,0.081
568528,MAP1LC3A,WRNIP1,0.08
568529,MAP1LC3A,SERPINB1,0.08
568530,MAP1LC3A,SLC22A23,0.08
568531,MAP1LC3A,PSMG4,0.08
568532,MAP1LC3A,POMK,0.08
568533,MAP1LC3A,HGSNAT,0.08
568534,MAP1LC3A,SLC20A2,0.079
568535,MAP1LC3A,SMIM19,0.079
568536,MAP1LC3A,A2M,-0.079
568537,MAP1LC3A,MYLK4,0.078
568538,MAP1LC3A,FNTA,0.078
568539,MAP1LC3A,GMDS,0.078
568540,MAP1LC3A,SOX5,-0.078
568541,MAP1LC3A,TUBB2A,0.078
568542,MAP1LC3A,BPHL,0.078
568543,MAP1LC3A,TUBB2B,0.078
568544,MAP1LC3A,CHRNA6,0.077
568545,MAP1LC3A,SLC35B3,0.077
568546,MAP1LC3A,FAM217A,0.077
568547,MAP1LC3A,C6orf201,0.077
568548,MAP1LC3A,PRPF4B,0.077
568549,MAP1LC3A,CHRNB3,0.077
568550,MAP1LC3A,RNF170,0.076
568551,MAP1LC3A,TAS2R7,-0.076
568552,MAP1LC3A,TAS2R8,-0.076
568553,MAP1LC3A,TAS2R9,-0.076
568554,MAP1LC3A,SERPINB9,0.075
568555,MAP1LC3A,THAP1,0.075
568556,MAP1LC3A,FAM50B,0.07400000000000001
568557,MAP1LC3A,VDAC3,0.07400000000000001
568558,MAP1LC3A,MAPK1,0.07400000000000001
568559,MAP1LC3A,CDYL,0.07400000000000001
568560,MAP1LC3A,CCND3,0.07400000000000001
568561,MAP1LC3A,BYSL,0.07400000000000001
568562,MAP1LC3A,ECI2,0.07400000000000001
568563,MAP1LC3A,SERPINB6,0.073
568564,MAP1LC3A,NQO2,0.073
568565,MAP1LC3A,TAS2R13,-0.073
568566,MAP1LC3A,PRH1,-0.073
568567,MAP1LC3A,TAS2R10,-0.073
568568,MAP1LC3A,PRR4,-0.073
568569,MAP1LC3A,PXDC1,0.07200000000000001
568570,MAP1LC3A,RIPK1,0.07200000000000001
568571,MAP1LC3A,SLCO1B3,-0.07200000000000001
568572,MAP1LC3A,PPM1F,0.07200000000000001
568573,MAP1LC3A,PLAT,0.07200000000000001
568574,MAP1LC3A,CTSG,0.165
568575,MAP1LC3A,TAS1R2,0.161
568576,MAP1LC3A,GCHFR,-0.154
568577,MAP1LC3A,IL18BP,0.146
568578,MAP1LC3A,CFHR1,-0.142
568579,MAP1LC3A,OR10AD1,-0.141
568580,MAP1LC3A,GPR75,-0.138
568581,MAP1LC3A,C4orf19,0.136
568582,MAP1LC3A,TGM4,0.135
568583,MAP1LC3A,NR5A1,-0.132
568584,MAP1LC3A,IDNK,0.13
568585,MAP1LC3A,TIGAR,0.13
568586,MAP1LC3A,YTHDC1,0.129
568587,MAP1LC3A,RASA4B,0.128
568588,MAP1LC3A,TPPP2,0.128
568589,MAP1LC3A,GUCY1A1,-0.127
568590,MAP1LC3A,SUOX,0.126
568591,MAP1LC3A,SETD1B,-0.125
568592,MAP1LC3A,SLC26A9,-0.124
568593,MAP1LC3A,DDIT4L,0.124
568594,MAP1LC3A,LIM2,0.123
568595,MAP1LC3A,C12orf45,0.123
568596,MAP1LC3A,TNFRSF21,-0.122
568597,MAP1LC3A,HAPLN3,-0.122
568598,MAP1LC3A,KLHL28,-0.121
568599,MAP1LC3A,SST,0.121
568600,MAP1LC3A,TOMM20L,0.119
568601,MAP1LC3A,ZNF451,-0.118
568602,MAP1LC3A,CFAP52,0.118
568603,MAP1LC3A,PDE8A,-0.117
568604,MAP1LC3A,CCDC160,-0.117
568605,MAP1LC3A,NMRK2,0.116
568606,MAP1LC3A,CASQ1,-0.116
568607,MAP1LC3A,SNRPB2,0.115
568608,MAP1LC3A,ABHD17C,-0.115
568609,MAP1LC3A,WDR48,-0.113
568610,MAP1LC3A,RPRM,0.112
568611,MAP1LC3A,BHMT,-0.112
568612,MAP1LC3A,MRPS9,-0.112
568613,MAP1LC3A,MAP7,0.112
568614,MAP1LC3A,OR2A12,0.111
568615,MAP1LC3A,ARHGEF40,-0.111
568616,MAP1LC3A,GLIPR2,-0.111
568617,MAP1LC3A,SESN1,0.111
568618,MAP1LC3A,KRT86,0.111
568619,MAP1LC3A,ASCC3,-0.111
568620,MAP1LC3A,METTL2B,-0.111
568621,MAP1LC3A,GLS2,-0.111
568622,MAP1LC3A,FAM20A,0.11
568623,MAP1LC3A,DENND4A,-0.11
568624,MAP1LC3A,KRTAP4-11,-0.11
568625,MAP1LC3A,NEPRO,0.11
568626,MAP1LC3A,DMTN,-0.11
568627,MAP1LC3A,GBF1,-0.11
568628,MAP1LC3A,OBSCN,-0.109
568629,MAP1LC3A,HEMGN,-0.109
568630,MAP1LC3A,IFNA17,-0.109
568631,MAP1LC3A,SPDEF,-0.109
568632,MAP1LC3A,OXA1L,0.109
568633,MAP1LC3A,ATP6V0B,0.109
568634,MAP1LC3A,UPF1,-0.108
568635,MAP1LC3A,FAM200A,-0.108
568636,MAP1LC3A,THEM4,0.108
568637,MAP1LC3A,GNAL,0.108
568638,MAP1LC3A,AMZ2,-0.108
568639,MAP1LC3A,HIP1R,-0.107
568640,MAP1LC3A,MNAT1,0.107
568641,MAP1LC3A,BMP4,0.107
568642,MAP1LC3A,DCAF12,-0.107
568643,MAP1LC3A,CDC5L,-0.107
568644,MAP1LC3A,RASA4,0.107
568645,MAP1LC3A,MAML3,-0.107
568646,MAP1LC3A,HINT2,-0.107
568647,MAP1LC3A,OVCA2,-0.106
568648,MAP1LC3A,LYRM2,-0.106
568649,MAP1LC3A,ZNF480,0.106
568650,MAP1LC3A,ZNF668,-0.106
568651,MAP1LC3A,CNTN6,-0.106
568652,MAP1LC3A,KMO,-0.106
568653,MAP1LC3A,ITGB1,0.105
568654,MAP1LC3A,EGR2,-0.105
568655,MAP1LC3A,KIF9,0.105
568656,MAP1LC3A,SERAC1,-0.104
568657,MAP1LC3A,ODC1,0.104
568658,MAP1LC3A,RDH5,0.104
568659,MAP1LC3A,MS4A7,0.104
568660,MAP1LC3A,OR10H4,-0.104
568661,MAP1LC3A,OR8H3,-0.104
568662,MAP1LC3A,CAMSAP2,-0.104
568663,MAP1LC3A,VPS37D,-0.103
568664,MAP1LC3A,HAL,-0.102
568665,MAP1LC3A,CES4A,-0.102
568666,MAP1LC3A,DNAJA1,-0.101
568667,MAP1LC3A,SV2B,0.1
568668,MAP1LC3A,MEI1,0.1
577743,ULK2,MFAP4,0.295
577744,ULK2,ALDH3A1,0.277
577745,ULK2,GID4,0.268
577746,ULK2,MYO15A,0.268
577747,ULK2,GRAP,0.257
577748,ULK2,EFNB3,0.255
577749,ULK2,CCDC144A,0.253
577750,ULK2,ALDH3A2,0.25
577751,ULK2,TRIM16L,0.248
577752,ULK2,ZNF624,0.248
577753,ULK2,MYH1,0.247
577754,ULK2,TNFSF13,0.242
577755,ULK2,NDEL1,0.241
577756,ULK2,CHRNB1,0.238
577757,ULK2,NT5M,0.238
577758,ULK2,TVP23C,0.235
577759,ULK2,PRPSAP2,0.234
577760,ULK2,DHRS7C,0.233
577761,ULK2,KRBA2,0.233
577762,ULK2,MIEF2,0.231
577763,ULK2,TBC1D28,0.226
577764,ULK2,LINC02693,0.226
577765,ULK2,PEMT,0.223
577766,ULK2,TNFRSF13B,0.222
577767,ULK2,ZSWIM7,0.222
577768,ULK2,CCDC144NL,0.219
577769,ULK2,SPEM1,0.219
577770,ULK2,OR1G1,0.21600000000000005
577771,ULK2,CENPV,0.215
577772,ULK2,SLC47A1,0.214
577773,ULK2,ALKBH5,0.212
577774,ULK2,YIPF3,0.211
577775,ULK2,TTC39B,-0.208
577776,ULK2,DRC3,0.207
577777,ULK2,KRT17,0.207
577778,ULK2,CHD3,0.204
577779,ULK2,FBXW10,0.201
577780,ULK2,SHBG,0.2
577781,ULK2,EVPLL,0.198
577782,ULK2,RASD1,0.198
577783,ULK2,ATPAF2,0.195
577784,ULK2,ALOX15B,0.195
577785,ULK2,OR1A2,0.194
577786,ULK2,DHRS11,0.193
577787,ULK2,TMEM256,0.193
577788,ULK2,PLD6,0.193
577789,ULK2,CYP26B1,0.192
577790,ULK2,ZNF287,0.192
577791,ULK2,GJC2,-0.19
577792,ULK2,MYH2,0.19
577793,ULK2,SPECC1,0.19
577794,ULK2,RAI1,0.189
577795,ULK2,STX8,0.189
577796,ULK2,CRLF3,0.189
577797,ULK2,CNTROB,0.188
577798,ULK2,ARFIP2,-0.187
577799,ULK2,HES7,0.18600000000000005
577800,ULK2,RNF167,0.18600000000000005
577801,ULK2,TMEM95,0.185
577802,ULK2,DNAH9,0.185
577803,ULK2,ACAP1,0.183
577804,ULK2,LLGL1,0.183
577805,ULK2,MYH8,0.182
577806,ULK2,EDDM3B,-0.182
577807,ULK2,TMEM132D,0.182
577808,ULK2,TCEAL3,0.181
577809,ULK2,AKAP10,0.181
577810,ULK2,TOM1L2,0.181
577811,ULK2,RPL13A,-0.18
577812,ULK2,TEKT3,0.179
577813,ULK2,CDRT1,0.179
577814,ULK2,OR10T2,-0.179
577815,ULK2,ABCA6,0.17800000000000002
577816,ULK2,DRG2,0.177
577817,ULK2,ENTPD3,-0.177
577818,ULK2,CALHM2,0.177
577819,ULK2,RCVRN,0.177
577820,ULK2,CPEB4,-0.175
577821,ULK2,AFAP1L2,0.175
577822,ULK2,SLC35G3,0.174
577823,ULK2,TCAP,0.174
577824,ULK2,GNLY,0.174
577825,ULK2,FBXO39,0.173
577826,ULK2,LCE6A,0.173
577827,ULK2,SMOC2,-0.173
577828,ULK2,C17orf107,0.173
577829,ULK2,ATP11B,0.173
577830,ULK2,MFSD6L,0.172
577831,ULK2,ANKAR,0.172
577832,ULK2,IGF2BP3,0.171
577833,ULK2,KRT16,0.171
577834,ULK2,STOX1,-0.171
577835,ULK2,RANBP3L,0.171
577836,ULK2,RAB37,0.171
577837,ULK2,CCDC42,0.171
577838,ULK2,NDFIP1,0.17
577839,ULK2,LASP1,0.16899999999999998
577840,ULK2,PC,0.16899999999999998
577841,ULK2,B9D1,0.168
577842,ULK2,ADPRM,0.168
577843,ULK2,STARD8,0.192
577844,ULK2,B3GNTL1,0.154
577845,ULK2,PLAGL1,0.154
577846,ULK2,SLC1A3,-0.152
577847,ULK2,MPO,0.15
577848,ULK2,MPL,0.14800000000000002
577849,ULK2,CAMK1G,-0.147
577850,ULK2,BCORL1,0.147
577851,ULK2,PDE11A,0.146
577852,ULK2,LCE3B,0.141
577853,ULK2,ARHGEF2,0.141
577854,ULK2,MS4A2,0.14
577855,ULK2,XG,-0.14
577856,ULK2,DARS1,0.139
577857,ULK2,SIGLEC8,0.139
577858,ULK2,CD33,0.139
577859,ULK2,ERO1B,0.13699999999999998
577860,ULK2,RASSF4,0.13699999999999998
577861,ULK2,HHEX,0.13699999999999998
577862,ULK2,VSTM4,0.13699999999999998
577863,ULK2,BRCA1,0.13699999999999998
577864,ULK2,NAT8B,0.13699999999999998
577865,ULK2,RSPH9,0.135
