,Gene,Compound,Correlation
773,OR5H2,ATP1A2,0.141
774,OR5H2,ATP1A4,0.141
775,OR5H2,KCNJ9,0.141
776,OR5H2,KCNJ10,0.141
777,OR5H2,ITLN2,0.141
778,OR5H2,SLAMF6,0.141
779,OR5H2,VANGL2,0.141
780,OR5H2,NHLH1,0.141
781,OR5H2,SLAMF9,0.141
782,OR5H2,IGSF9,0.141
784,OR5H2,OLFML2B,0.14
785,OR5H2,NOS1AP,0.14
786,OR5H2,DCAF8,0.14
787,OR5H2,COPA,0.14
788,OR5H2,NCSTN,0.14
790,OR5H2,PEA15,0.14
791,OR5H2,CASQ1,0.14
792,OR5H2,PEX19,0.14
793,OR5H2,CD48,0.139
794,OR5H2,FCGR2A,0.139
795,OR5H2,HSPA6,0.138
796,OR5H2,FCGR2B,0.138
797,OR5H2,DUSP12,0.138
798,OR5H2,FCRLA,0.138
799,OR5H2,FCRLB,0.138
801,OR5H2,ATF6,0.138
802,OR5H2,CD84,0.138
803,OR5H2,SLAMF1,0.13699999999999998
806,OR5H2,FCGR3A,0.13699999999999998
807,OR5H2,FCGR3B,0.13699999999999998
808,OR5H2,KLHDC9,0.135
809,OR5H2,NIT1,0.135
810,OR5H2,TSTD1,0.135
811,OR5H2,ARHGAP30,0.135
812,OR5H2,DEDD,0.135
813,OR5H2,F11R,0.135
814,OR5H2,NECTIN4,0.135
815,OR5H2,PFDN2,0.135
816,OR5H2,B4GALT3,0.135
817,OR5H2,PPOX,0.135
818,OR5H2,UFC1,0.135
819,OR5H2,USP21,0.135
820,OR5H2,NDUFS2,0.134
822,OR5H2,FCER1G,0.134
823,OR5H2,APOA2,0.134
824,OR5H2,PCP4L1,0.134
825,OR5H2,TOMM40L,0.134
826,OR5H2,ADAMTS4,0.134
827,OR5H2,NR1I3,0.134
828,OR5H2,APCS,0.133
829,OR5H2,OR10J5,0.133
830,OR5H2,TAGLN2,0.133
831,OR5H2,CRP,0.132
832,OR5H2,CFAP45,0.132
834,OR5H2,FCRL6,0.132
835,OR5H2,VSIG8,0.132
836,OR5H2,SLAMF8,0.132
837,OR5H2,DUSP23,0.132
838,OR5H2,SDHC,0.131
839,OR5H2,CFAP126,0.131
840,OR5H2,MPZ,0.13
841,OR5H2,RGS5,0.13
842,OR5H2,RGS4,0.13
843,OR5H2,OR6Y1,0.129
844,OR5H2,OR6P1,0.129
845,OR5H2,NUF2,0.129
846,OR5H2,OR10R2,0.129
847,OR5H2,OR10K1,0.129
848,OR5H2,HSD17B7,0.128
849,OR5H2,CCDC190,0.128
850,OR5H2,SPTA1,0.128
852,OR5H2,OR10Z1,0.128
853,OR5H2,CADM3,0.128
854,OR5H2,ACKR1,0.128
856,OR5H2,OR10J1,0.127
857,OR5H2,RAMAC,0.152
858,OR5H2,CALY,0.152
859,OR5H2,CRKL,-0.14
861,OR5H2,OR4K5,-0.133
862,OR5H2,SPINT1,0.132
863,OR5H2,TMEM63A,0.131
864,OR5H2,PPP3R1,0.13
865,OR5H2,SSBP2,0.129
866,OR5H2,SAMD4A,-0.129
867,OR5H2,LRTOMT,0.128
868,OR5H2,GCAT,-0.127
869,OR5H2,LCE2B,-0.127
870,OR5H2,ME3,-0.126
871,OR5H2,CLDN10,-0.126
872,OR5H2,UBIAD1,0.126
873,OR5H2,FBXO42,0.126
874,OR5H2,IL17D,0.125
875,OR5H2,AURKB,-0.124
876,OR5H2,C6orf132,-0.124
877,OR5H2,DPY30,0.122
878,OR5H2,MED17,0.122
879,OR5H2,SEMA6D,-0.122
880,OR5H2,ARC,0.121
881,OR5H2,FCHO2,-0.12
882,OR5H2,ZNF76,-0.12
883,OR5H2,SLC6A6,-0.12
884,OR5H2,MDGA1,-0.12
885,OR5H2,EEPD1,-0.11900000000000001
886,OR5H2,ATP6V1B2,-0.11900000000000001
887,OR5H2,PATL1,-0.11900000000000001
888,OR5H2,SMPD1,0.11800000000000001
889,OR5H2,PCCB,0.11800000000000001
890,OR5H2,FBXL8,-0.11800000000000001
891,OR5H2,TKFC,-0.11800000000000001
892,OR5H2,PNMA8A,-0.11699999999999999
893,OR5H2,RBP1,0.115
894,OR5H2,ARHGAP12,-0.115
895,OR5H2,TXK,0.115
896,OR5H2,TMEM82,0.115
898,OR5H2,SLIT2,-0.115
899,OR5H2,ETNPPL,0.115
900,OR5H2,FATE1,0.114
901,OR5H2,LMNB2,-0.114
902,OR5H2,GNRHR,-0.114
903,OR5H2,MMUT,-0.113
904,OR5H2,HNRNPC,0.113
905,OR5H2,APOE,-0.113
906,OR5H2,HSD17B1,-0.113
907,OR5H2,SH3BGRL3,0.113
908,OR5H2,BNC2,0.113
909,OR5H2,ADARB1,0.11199999999999999
910,OR5H2,COMMD2,0.111
911,OR5H2,APH1A,-0.111
912,OR5H2,ZDHHC1,-0.111
914,OR5H2,VCAM1,-0.111
915,OR5H2,MED4,0.111
916,OR5H2,CTNNB1,-0.111
917,OR5H2,PSMF1,-0.11
918,OR5H2,F7,0.11
919,OR5H2,AQP5,-0.11
920,OR5H2,RBCK1,-0.11
921,OR5H2,GALNT16,0.11
922,OR5H2,EPS15L1,-0.11
923,OR5H2,ZNF592,-0.11
924,OR5H2,PCDH10,-0.109
925,OR5H2,RSAD2,-0.109
926,OR5H2,TBC1D22A,0.109
927,OR5H2,NDUFV2,-0.109
928,OR5H2,RTN4RL1,-0.109
929,OR5H2,C2orf50,-0.109
930,OR5H2,ARSK,-0.109
932,OR5H2,CACNB4,0.109
933,OR5H2,TMEM134,0.10800000000000001
934,OR5H2,P2RX7,-0.10800000000000001
935,OR5H2,TRMT9B,0.10800000000000001
936,OR5H2,TOMM20L,-0.10800000000000001
937,OR5H2,MBIP,0.10800000000000001
938,OR5H2,QTRT2,-0.10800000000000001
939,OR5H2,GEM,-0.10800000000000001
940,OR5H2,ISOC2,-0.10800000000000001
941,OR5H2,IGFBP6,-0.10800000000000001
942,OR5H2,EIF3I,0.10800000000000001
943,OR5H2,RHPN1,0.10800000000000001
944,OR5H2,USP44,-0.107
945,OR5H2,P2RX6,0.107
946,OR5H2,PRAF2,-0.107
947,OR5H2,KNTC1,0.107
948,OR5H2,SLC5A3,-0.107
949,OR5H2,LCA5,-0.107
950,OR5H2,KCNS2,0.107
952,OR5H2,XPA,-0.106
953,OR5H2,ZNF483,-0.105
954,OR5H2,CWC27,-0.105
955,SIMC1,FAM153A,0.23600000000000002
956,SIMC1,NUPR1,-0.2
957,SIMC1,MAGEE2,-0.19699999999999998
958,SIMC1,OR2L3,0.19
959,SIMC1,OR1D5,0.185
960,SIMC1,LCP2,0.183
961,SIMC1,TBC1D9B,0.18100000000000002
962,SIMC1,FAM135A,-0.18
963,SIMC1,CBY3,0.179
964,SIMC1,CYP11B2,0.179
965,SIMC1,PHYKPL,0.177
966,SIMC1,CREBRF,0.175
967,SIMC1,GOLGA6L10,0.172
968,SIMC1,UNC5A,0.172
969,SIMC1,SH3PXD2B,0.172
970,SIMC1,ZNF346,0.172
971,SIMC1,OR5A1,-0.171
972,SIMC1,HOXD10,-0.17
973,SIMC1,THOC3,0.17
974,SIMC1,FAM153B,0.17
975,SIMC1,PPP2R5B,-0.16899999999999998
976,SIMC1,ZDHHC11,0.168
977,SIMC1,CFTR,-0.168
978,SIMC1,OLFM1,0.16699999999999998
979,SIMC1,PC,-0.166
980,SIMC1,GK2,-0.165
981,SIMC1,CPNE8,-0.165
982,SIMC1,GABRD,0.16399999999999998
983,SIMC1,PDLIM7,0.16399999999999998
984,SIMC1,ZNF850,-0.16399999999999998
985,SIMC1,ITPRIP,-0.163
986,SIMC1,WNT8A,0.162
987,SIMC1,RUFY1,0.162
988,SIMC1,FGF10,-0.159
989,SIMC1,PRR7,0.159
990,SIMC1,ZNF688,-0.158
991,SIMC1,PTGES,0.158
992,SIMC1,BASP1,0.157
993,SIMC1,RHOXF2,0.157
994,SIMC1,PRAMEF12,0.155
995,SIMC1,PDCD1,0.155
996,SIMC1,GIMAP1,0.154
997,SIMC1,TBRG4,-0.154
998,SIMC1,DGKD,0.154
999,SIMC1,HID1,0.154
1000,SIMC1,UGT1A9,0.153
1001,SIMC1,TCTE3,0.152
1002,SIMC1,OR2T27,0.151
1003,SIMC1,P4HA3,-0.15
1004,SIMC1,SLC28A1,0.15
1005,SIMC1,RNF11,0.15
1006,SIMC1,TRIM41,0.15
1007,SIMC1,IGFBP2,-0.149
1008,SIMC1,KCNH4,-0.149
1009,SIMC1,PLA2G3,-0.149
1010,SIMC1,GABRA1,0.14800000000000002
1011,SIMC1,PJA1,-0.14800000000000002
1012,SIMC1,PURA,0.147
1013,SIMC1,PIMREG,0.147
1014,SIMC1,ZNF420,-0.147
1015,SIMC1,CACNB2,-0.147
1016,SIMC1,DUSP1,0.146
1017,SIMC1,OR10AG1,-0.146
1018,SIMC1,TIMD4,0.146
1019,SIMC1,OR6C70,0.146
1020,SIMC1,PRAMEF7,0.145
1021,SIMC1,GOLGA7B,-0.145
1022,SIMC1,CYP2A13,0.145
1023,SIMC1,OS9,-0.145
1024,SIMC1,CSAD,-0.145
1025,SIMC1,PCDHB9,0.14400000000000002
1026,SIMC1,ZNF81,-0.14300000000000002
1027,SIMC1,METTL16,0.14300000000000002
1028,SIMC1,TRIM52,0.14300000000000002
1029,SIMC1,TGFA,0.14300000000000002
1030,SIMC1,CDC42BPG,-0.142
1031,SIMC1,MRNIP,0.142
1032,SIMC1,PDE6A,0.142
1033,SIMC1,CTC1,0.142
1034,SIMC1,INSYN2A,-0.142
1035,SIMC1,ZFAND4,-0.142
1036,SIMC1,TMBIM1,0.142
1037,SIMC1,PPP1R14C,-0.141
1038,SIMC1,PPP1R37,-0.141
1039,SIMC1,OR5D18,-0.141
1040,SIMC1,TINAG,-0.141
1041,SIMC1,FAM193B,0.141
1042,SIMC1,RNF115,-0.141
1043,SIMC1,AKR1C2,0.141
1044,SIMC1,ZBTB7C,-0.141
1045,SIMC1,VHL,0.14
1046,SIMC1,GK,-0.139
1047,SIMC1,SLURP2,0.139
1048,SIMC1,SAR1A,-0.139
1049,SIMC1,ENTPD2,0.139
1050,SIMC1,FUT7,0.139
1051,SIMC1,CLTB,0.139
1052,SIMC1,SBF1,0.139
1053,SIMC1,CENPW,0.139
1054,SIMC1,ARFGEF1,-0.138
1055,SIMC1,GPHB5,-0.162
1056,SIMC1,DCP1B,0.14800000000000002
1057,SIMC1,FBXO11,0.14400000000000002
1058,SIMC1,SNTB2,0.141
1059,SIMC1,PELI1,0.14
1060,SIMC1,MOB1B,0.134
1061,SIMC1,FRMD1,0.133
1062,SIMC1,GPR21,0.13
1063,SIMC1,NME8,-0.129
1064,SIMC1,PRRX1,0.129
1065,SIMC1,C16orf95,0.129
1067,SIMC1,ARHGDIG,0.128
1068,SIMC1,CEP68,0.128
1069,SIMC1,PAPSS1,0.127
1070,SIMC1,FAM24A,-0.126
1071,SIMC1,KLF12,0.126
1072,SIMC1,NPVF,-0.125
1073,SIMC1,TBC1D1,0.125
1074,SIMC1,GIMAP7,-0.125
1075,SIMC1,PHLPP2,0.125
1076,SIMC1,PLCL1,0.12300000000000001
1077,SIMC1,RAVER2,0.12300000000000001
1079,SIMC1,NFATC4,0.12300000000000001
1080,SIMC1,CABCOCO1,0.12300000000000001
1081,SIMC1,SLC35E3,0.122
1082,SIMC1,KRT72,-0.122
1083,SIMC1,ARHGEF25,0.122
1084,SIMC1,PGK2,-0.122
1085,SIMC1,GIMAP6,-0.122
1086,SIMC1,ZCWPW2,0.121
1087,SIMC1,STON1,0.121
1088,SIMC1,FAM171B,0.12
1090,SIMC1,ESPNL,0.12
1091,SIMC1,LGALS9C,-0.12
1092,SIMC1,ABCG1,-0.11800000000000001
1093,SIMC1,IFNA13,0.11800000000000001
1094,SIMC1,ARID5B,0.11800000000000001
1095,SIMC1,AATK,0.11699999999999999
1096,SIMC1,CACHD1,0.11699999999999999
1097,SIMC1,FMO4,0.11699999999999999
1098,SIMC1,PHF6,0.11699999999999999
1099,SIMC1,TRIB3,-0.11599999999999999
1100,SIMC1,SLC16A11,0.11599999999999999
1101,SIMC1,PPP1R21,0.11599999999999999
1102,SIMC1,SOS1,0.115
1103,SIMC1,ALMS1,0.115
1104,SIMC1,IL18,-0.115
1105,SIMC1,FBXO41,0.115
1106,SIMC1,KRT73,-0.115
1107,SIMC1,RGS11,0.115
1108,SIMC1,DUSP4,-0.114
1109,SIMC1,SPATA18,0.114
1110,SIMC1,IPP,0.114
1111,SIMC1,MSH2,0.114
1112,SIMC1,FARP2,0.114
1113,SIMC1,ATP6V1E2,0.113
1114,SIMC1,ZDHHC20,0.113
1115,SIMC1,RHOQ,0.113
1116,SIMC1,FAM98B,0.113
1117,SIMC1,CCDC74B,0.113
1118,SIMC1,FXYD1,0.11199999999999999
1119,SIMC1,IFNA6,0.11199999999999999
1120,SIMC1,PRELID3A,0.11199999999999999
1121,SIMC1,SLC6A17,0.11199999999999999
1122,SIMC1,USP27X,0.11199999999999999
1123,SIMC1,DUSP5,-0.11199999999999999
1124,SIMC1,AXDND1,0.11199999999999999
1125,SIMC1,C6orf136,-0.111
1126,SIMC1,LAG3,0.111
1127,SIMC1,ZC3H12B,0.111
1128,SIMC1,RERE,0.111
1129,SIMC1,GNAZ,0.111
1130,SIMC1,MSR1,-0.111
1131,SIMC1,COLGALT2,0.11
1132,SIMC1,PIAS2,0.11
1133,SIMC1,CCDC74A,0.11
1134,SIMC1,ZMYM5,0.11
1135,SIMC1,TTPA,0.11
1136,SIMC1,EPHX2,0.11
1137,SIMC1,NAA38,0.11
1138,SIMC1,BBS7,0.11
1139,SIMC1,RUNDC3B,0.109
1140,SIMC1,TDP2,-0.109
1141,SIMC1,BTBD1,0.109
1142,SIMC1,CAPN5,0.109
1143,SIMC1,KCNK18,0.109
1144,SIMC1,ROCK2,0.109
1145,SIMC1,GIMAP5,-0.109
1146,SIMC1,GCLC,-0.109
1147,SIMC1,PAIP2B,0.109
1148,SIMC1,TBXA2R,0.10800000000000001
1149,SIMC1,USP9X,0.10800000000000001
1150,SIMC1,TCFL5,0.10800000000000001
1151,SIMC1,RBM38,0.10800000000000001
1152,SIMC1,SLC25A42,0.10800000000000001
1153,SIMC1,PEAK1,0.10800000000000001
1154,SIMC1,IKZF5,-0.12
1155,SIMC1,ACADSB,-0.12
1156,SIMC1,C10orf88,-0.11900000000000001
1157,SIMC1,PSTK,-0.11900000000000001
1158,SIMC1,ZNF626,0.11599999999999999
1159,SIMC1,CPM,0.115
1160,SIMC1,ZNF430,0.114
1161,SIMC1,NUP107,0.114
1163,SIMC1,FAM24B,-0.113
1164,SIMC1,CUZD1,-0.113
1165,SIMC1,ZNF737,0.11199999999999999
1166,SIMC1,ZNF85,0.11199999999999999
1167,SIMC1,RAP1B,0.111
1171,SIMC1,ZNF431,0.10800000000000001
1172,SIMC1,VRK2,0.10800000000000001
1173,SIMC1,ZNF714,0.10800000000000001
1174,SIMC1,OR5L2,0.105
1175,SIMC1,OR5D16,0.105
1176,SIMC1,CFAP36,0.10400000000000001
1177,SIMC1,PPP4R3B,0.10400000000000001
1178,SIMC1,SEC13,0.10300000000000001
1179,SIMC1,ATP2B2,0.10300000000000001
1182,SIMC1,TATDN2,0.10300000000000001
1183,SIMC1,PNPT1,0.102
1188,SIMC1,EFEMP1,0.10099999999999999
1190,SIMC1,FANCL,0.10099999999999999
1191,SIMC1,PIGF,0.10099999999999999
1192,SIMC1,ZNF100,0.1
1194,SIMC1,MDM2,0.099
1195,SIMC1,OR5D14,0.099
1197,SIMC1,SNRPG,0.099
1198,SIMC1,TADA3,0.099
1199,SIMC1,ZNF43,0.099
1200,SIMC1,CAMK1,0.099
1201,SIMC1,BRPF1,0.099
1202,SIMC1,OGG1,0.099
1204,SIMC1,ABCF1,-0.098
1206,SIMC1,ZNF429,0.098
1207,SIMC1,FANCD2OS,0.098
1208,SIMC1,LRRC10,0.098
1210,SIMC1,GNL1,-0.09699999999999999
1212,SIMC1,PRR3,-0.09699999999999999
1214,SIMC1,CCDC85A,0.09699999999999999
1215,SIMC1,CPNE9,0.09699999999999999
1218,SIMC1,GTF2H4,-0.09699999999999999
1220,SIMC1,ARPC4,0.09699999999999999
1222,SIMC1,BRK1,0.09699999999999999
1223,SIMC1,C1D,0.09699999999999999
1224,SIMC1,CIDEC,0.09699999999999999
1225,SIMC1,IL17RE,0.09699999999999999
1226,SIMC1,PRRT3,0.09699999999999999
1228,SIMC1,CRELD1,0.09699999999999999
1229,SIMC1,JAGN1,0.09699999999999999
1230,SIMC1,IL17RC,0.09699999999999999
1231,SIMC1,TTLL3,0.096
1232,SIMC1,RPUSD3,0.096
1233,SIMC1,HLA-E,-0.096
1234,SIMC1,EMC3,0.096
1235,SIMC1,RAB3IP,0.096
1236,SIMC1,IRAK2,0.096
1237,SIMC1,CCT2,0.096
1240,SIMC1,ZNF738,0.096
1241,SIMC1,FKRP,-0.09300000000000001
1243,SIMC1,SLC1A5,-0.09300000000000001
1244,SIMC1,STRN4,-0.09300000000000001
1245,SIMC1,CYB561D1,-0.09
1246,SIMC1,SYPL2,-0.09
1247,SIMC1,ATXN7L2,-0.09
1248,SIMC1,GPR61,-0.08900000000000001
1249,SIMC1,AMIGO1,-0.08900000000000001
1250,SIMC1,GNAI3,-0.08900000000000001
1252,SIMC1,C1orf194,-0.08800000000000001
1253,SIMC1,TMEM167B,-0.08800000000000001
1254,SIMC1,TAF13,-0.08800000000000001
1255,SIMC1,PSMA5,-0.08800000000000001
1256,SIMC1,BCAR3,-0.08800000000000001
1258,SIMC1,F3,-0.08800000000000001
1259,SIMC1,KIAA1324,-0.087
1260,SIMC1,CELSR2,-0.086
1262,SIMC1,AMPD2,-0.086
1263,SIMC1,GNAT2,-0.086
1264,SIMC1,FNBP1L,-0.086
1265,SIMC1,AGR2,-0.086
1266,SIMC1,AGR3,-0.086
1267,SIMC1,ARHGAP35,-0.086
1269,SIMC1,GPSM2,-0.086
1270,SIMC1,WDR47,-0.086
1271,SIMC1,AHR,-0.086
1272,SIMC1,GNG8,-0.085
1273,SIMC1,CALM3,-0.085
1274,SIMC1,PTGIR,-0.085
1275,SIMC1,PRKD2,-0.085
1276,SIMC1,DACT3,-0.085
1278,SIMC1,SARS1,-0.085
1279,SIMC1,NUDT4B,-0.085
1280,SIMC1,DR1,-0.085
1283,SIMC1,TSNARE1,-0.085
1285,SIMC1,CLCC1,-0.085
1286,SIMC1,BZW2,-0.085
1287,SIMC1,TSPAN13,-0.085
1288,SIMC1,TMED5,-0.085
1290,SIMC1,GFI1,-0.085
1291,SIMC1,EVI5,-0.085
1292,SIMC1,AP2S1,-0.084
1294,SIMC1,STRIP1,-0.084
1295,SIMC1,ALX3,-0.084
1296,SIMC1,UBL4B,-0.084
1297,SIMC1,AHCYL1,-0.084
1298,SIMC1,GSTM4,-0.084
1299,SIMC1,GSTM2,-0.084
1300,SIMC1,GSTM1,-0.084
1301,SIMC1,TLCD4,-0.084
1302,SIMC1,SLC16A4,-0.084
1303,SIMC1,DNTTIP2,-0.084
1305,SIMC1,SORT1,-0.084
1306,SIMC1,MYBPHL,-0.084
1307,SIMC1,PSRC1,-0.084
1308,SIMC1,ABCA4,-0.083
1309,SIMC1,HCN1,-0.083
1310,SIMC1,RBM15,-0.083
1311,SIMC1,KCNC4,-0.083
1312,SIMC1,ASIC2,-0.083
1313,SIMC1,SPACA3,-0.083
1314,SIMC1,GSTM3,-0.083
1315,SIMC1,EPS8L3,-0.083
1316,SIMC1,TPM3,-0.083
1317,SIMC1,C1orf189,-0.083
1319,SIMC1,MROH2B,-0.083
1320,SIMC1,S100A1,-0.083
1321,SIMC1,S100A13,-0.083
1322,SIMC1,S100A14,-0.083
1323,SIMC1,CHTOP,-0.083
1324,SIMC1,S100A16,-0.083
1325,SIMC1,GSTM5,-0.083
1326,SIMC1,SNX13,-0.083
1327,SIMC1,HDAC9,-0.08199999999999999
1328,SIMC1,ALG14,-0.08199999999999999
1329,SIMC1,SLC44A3,-0.08199999999999999
1330,SIMC1,CNN3,-0.08199999999999999
1331,SIMC1,PRPS1L1,-0.08199999999999999
1332,SIMC1,C7,-0.08199999999999999
1333,SIMC1,DYRK1B,-0.08199999999999999
1335,SIMC1,FBL,-0.08199999999999999
1336,SIMC1,GINS4,-0.08199999999999999
1337,SIMC1,GPAT4,-0.08199999999999999
1339,SIMC1,FRAT2,-0.156
1340,SIMC1,IPO9,0.155
1341,SIMC1,CCDC140,-0.152
1342,SIMC1,GAS1,-0.14800000000000002
1343,SIMC1,RFX3,-0.146
1344,SIMC1,CCNA1,-0.14400000000000002
1345,SIMC1,BEX5,-0.14400000000000002
1346,SIMC1,RAD51AP1,-0.14300000000000002
1347,SIMC1,ATP6V0D1,-0.14300000000000002
1348,SIMC1,NEMP2,-0.139
1349,SIMC1,DPH5,0.13699999999999998
1350,SIMC1,FOXA3,0.13699999999999998
1351,SIMC1,RSPO2,-0.13699999999999998
1352,SIMC1,KRTAP19-6,-0.136
1353,SIMC1,TPH2,-0.135
1354,SIMC1,RAB5C,-0.135
1355,SIMC1,ETV2,-0.133
1356,SIMC1,TMED1,0.133
1357,SIMC1,PRSS1,-0.133
1358,SIMC1,EDDM3A,0.132
1359,SIMC1,RIBC1,-0.132
1361,SIMC1,TOMM20L,-0.131
1362,SIMC1,OCLM,0.131
1363,SIMC1,NIP7,0.131
1364,SIMC1,COX6A1,0.131
1365,SIMC1,DKKL1,-0.131
1367,SIMC1,KRTAP5-3,0.13
1368,SIMC1,SCN11A,0.129
1369,SIMC1,C11orf21,0.129
1370,SIMC1,USF3,-0.127
1371,SIMC1,MRPL20,-0.127
1372,SIMC1,SDF4,0.126
1373,SIMC1,SLC7A5,-0.126
1374,SIMC1,MRPL34,-0.126
1375,SIMC1,THEM4,-0.125
1376,SIMC1,DEXI,0.125
1377,SIMC1,PQBP1,0.125
1378,SIMC1,OLR1,0.125
1379,SIMC1,ZFAND2A,-0.124
1380,SIMC1,NDUFS2,0.124
1381,SIMC1,SCPEP1,-0.12300000000000001
1382,SIMC1,SLC5A10,-0.12300000000000001
1383,SIMC1,SCN3B,0.12300000000000001
1384,SIMC1,SLC25A30,-0.12300000000000001
1385,SIMC1,WASHC3,0.12300000000000001
1386,SIMC1,UNC80,-0.122
1387,SIMC1,NUP93,0.122
1388,SIMC1,MAP7D2,-0.122
1389,SIMC1,FAM20A,-0.122
1390,SIMC1,C12orf45,-0.122
1391,SIMC1,ADAM15,0.122
1392,SIMC1,SNAP47,0.121
1393,SIMC1,EVI2A,0.121
1395,SIMC1,C22orf39,-0.121
1397,SIMC1,PAGE5,-0.121
1398,SIMC1,JRKL,-0.12
1399,SIMC1,HBD,-0.11900000000000001
1400,SIMC1,C9orf24,0.11900000000000001
1401,SIMC1,TGM6,0.11900000000000001
1402,SIMC1,LARP6,-0.11900000000000001
1403,SIMC1,WDSUB1,-0.11900000000000001
1404,SIMC1,TAGAP,0.11900000000000001
1405,SIMC1,CCDC96,-0.11800000000000001
1406,SIMC1,CTXN2,-0.11699999999999999
1407,SIMC1,VDR,0.11699999999999999
1408,SIMC1,AKAP14,-0.11699999999999999
1409,SIMC1,DNAH2,0.11699999999999999
1410,SIMC1,RPL23,-0.11599999999999999
1411,SIMC1,AMPH,-0.11599999999999999
1412,SIMC1,H2AJ,0.11599999999999999
1414,SIMC1,FAM86C1,0.11599999999999999
1415,SIMC1,POMGNT2,-0.11599999999999999
1416,SIMC1,CYP20A1,0.115
1417,SIMC1,PLA2G4A,0.115
1418,SIMC1,AGMO,-0.114
1419,SIMC1,NOC2L,0.114
1421,SIMC1,GABRP,0.114
1422,SIMC1,CTSG,-0.114
1423,SIMC1,CLDND2,0.114
1424,SIMC1,OR5T3,0.113
1425,SIMC1,MEGF10,-0.113
1426,SIMC1,PPP1R3F,0.113
1427,SIMC1,EXOSC4,0.113
1428,SIMC1,BSCL2,0.11199999999999999
1429,SIMC1,EIF3M,0.11199999999999999
1430,SIMC1,ANP32D,0.11199999999999999
1431,SIMC1,MDH1,-0.11199999999999999
1432,SIMC1,NOSIP,0.111
1433,SIMC1,UGT1A10,-0.111
1434,SIMC1,NFKB2,-0.111
1435,SIMC1,PIP4K2C,-0.111
1436,SIMC1,RDH16,-0.11
1437,SIMC1,USP19,0.11
1438,RRP36,SLC35E4,0.20800000000000002
1439,RRP36,GPR1,-0.20800000000000002
1440,RRP36,H2AC12,0.196
1441,RRP36,RNASEH1,0.195
1442,RRP36,APOB,-0.19
1443,RRP36,WWTR1,0.188
1444,RRP36,MTCH1,0.182
1445,RRP36,RNF39,0.18100000000000002
1446,RRP36,ZNF668,0.18100000000000002
1447,RRP36,PLOD3,0.18100000000000002
1448,RRP36,FLG,-0.18
1449,RRP36,TLR2,-0.18
1450,RRP36,CUL9,0.177
1451,RRP36,ATF5,-0.17600000000000002
1452,RRP36,MB21D2,-0.17600000000000002
1453,RRP36,GCA,0.17600000000000002
1454,RRP36,RBP4,0.175
1455,RRP36,SLC22A4,-0.175
1456,RRP36,ZNF579,0.174
1457,RRP36,ZNF529,-0.172
1458,RRP36,H3C3,0.172
1459,RRP36,STK19,0.172
1460,RRP36,TRAPPC6B,0.172
1461,RRP36,NUP62CL,0.16899999999999998
1462,RRP36,NLRP4,-0.16899999999999998
1463,RRP36,FBXL8,0.16899999999999998
1464,RRP36,SPRY2,-0.16899999999999998
1465,RRP36,MCEMP1,-0.16899999999999998
1466,RRP36,LMOD2,0.168
1467,RRP36,FAM110A,0.168
1468,RRP36,NOC2L,0.16699999999999998
1469,RRP36,CLTA,0.16699999999999998
1470,RRP36,TRIM62,0.166
1471,RRP36,H3C12,0.166
1472,RRP36,RBP2,-0.165
1473,RRP36,NHLH2,0.165
1474,RRP36,RBP5,-0.16399999999999998
1475,RRP36,PCDHGB6,-0.16399999999999998
1476,RRP36,NAGPA,0.16399999999999998
1477,RRP36,TSPAN9,-0.16399999999999998
1478,RRP36,ALDH9A1,0.163
1479,RRP36,CUL4B,0.163
1480,RRP36,TIGD3,0.163
1481,RRP36,HNRNPA3,0.163
1482,RRP36,NADK2,0.162
1483,RRP36,DNAJC2,0.162
1484,RRP36,CDK18,-0.162
1485,RRP36,HMX2,0.162
1486,RRP36,WDR46,0.161
1487,RRP36,ATXN3,-0.161
1488,RRP36,KCNA3,0.161
1489,RRP36,HMSD,0.16
1490,RRP36,STK17B,-0.159
1491,RRP36,RNF146,-0.158
1492,RRP36,PRELID3A,0.158
1493,RRP36,GOLPH3L,-0.158
1494,RRP36,ENTPD6,0.157
1495,RRP36,CLUL1,-0.157
1496,RRP36,CCDC149,0.157
1497,RRP36,OR4K14,0.157
1498,RRP36,DNPH1,0.156
1499,RRP36,WDR34,0.156
1500,RRP36,ZKSCAN7,-0.155
1501,RRP36,H2AC1,0.155
1502,RRP36,TRIM22,-0.154
1503,RRP36,ALOX12,0.154
1504,RRP36,AKR7A2,0.154
1505,RRP36,DTHD1,-0.154
1506,RRP36,HCK,0.153
1507,RRP36,C20orf173,0.153
1508,RRP36,SOX17,0.153
1509,RRP36,TRNP1,0.153
1510,RRP36,SOX7,-0.153
1511,RRP36,KCNQ5,0.153
1512,RRP36,KCNE4,-0.152
1513,RRP36,H3C11,0.152
1514,RRP36,BLK,-0.152
1515,RRP36,COL4A3,-0.151
1516,RRP36,CTSA,-0.151
1517,RRP36,ADCY1,0.151
1518,RRP36,RTN4,-0.151
1519,RRP36,KPTN,-0.151
1520,RRP36,ACOT13,0.151
1521,RRP36,CENPK,-0.149
1522,RRP36,MARVELD3,0.149
1523,RRP36,HNRNPUL2,0.149
1524,RRP36,ARHGAP31,-0.149
1525,RRP36,HAO1,-0.149
1526,RRP36,VSX1,0.149
1527,RRP36,SGSM2,0.149
1528,RRP36,NOL3,0.149
